lost_track_buffer,track_activation_threshold,minimum_consecutive_frames,minimum_iou_threshold,HOTA,IDF1,MOTA
60,0.75,3,0.05,0.5640858453619583,0.5422535310208595,0.9157739374659674
60,0.75,3,0.1,0.5655857009064985,0.5439652492435549,0.9180809904565386
60,0.75,3,0.3,0.5739104400303509,0.5454393509311668,0.9287908749605939
60,0.75,3,0.5,0.5175073605978691,0.45103721409756564,0.9244089072306766
60,0.75,3,0.7,0.25485003822075236,0.17193040463392287,0.7749262029633451
60,0.75,5,0.05,0.5645034875250954,0.5455104082984511,0.9131459031897515
60,0.75,5,0.1,0.5662608185331333,0.5462312479713234,0.9151692316510475
60,0.75,5,0.3,0.578435606815124,0.5547772955314101,0.9248932450634798
60,0.75,5,0.5,0.5170534270304299,0.4556109011959862,0.91330925973691
60,0.75,5,0.7,0.24920091924496712,0.17785488866573027,0.6992032785945606
60,0.9,2,0.05,0.5972892427448879,0.5967312906030999,0.9298770527039807
60,0.9,2,0.1,0.5975464216737674,0.5952480591686665,0.9307339581004787
60,0.9,2,0.3,0.6041088469387202,0.5903730507156904,0.9336715100449947
60,0.9,2,0.5,0.5315163242755755,0.47500857680109204,0.9214369644341271
60,0.9,2,0.7,0.2537920425977999,0.17100525955713228,0.7772189264322357
60,0.9,3,0.05,0.5969085178115482,0.5974855738390443,0.9284011119708824
60,0.9,3,0.1,0.5971928960044721,0.5959989740959221,0.9292436878456997
60,0.9,3,0.3,0.6034306661765104,0.5902839279199364,0.9318602585045711
60,0.9,3,0.5,0.53099420574305,0.47642232964581205,0.9160490642822342
60,0.9,3,0.7,0.251079704352481,0.17482557529134415,0.7368326025277276
60,0.9,5,0.05,0.5952595427298862,0.5965716305204402,0.9252199581577967
60,0.9,5,0.1,0.5958031827102591,0.5956716532982299,0.9260825953629668
60,0.9,5,0.3,0.6022820715803388,0.5906948397874827,0.927911042329407
60,0.9,5,0.5,0.5299969699634537,0.47915132386463266,0.9060671194795518
60,0.9,5,0.7,0.2451403008146751,0.17980220857096194,0.6679247986702204
